Month,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2025-11,Artifact Registry,149C-F9EC-3994,Artifact Registry Network Egress via Carrier Peering Network - Europe Based,1823-62FF-E437,2.717,gibibyte,0.02,0.00,0.00,0.00,0.020000,0.02
2025-11,Compute Engine,6F81-5844-456A,Storage Machine Image,A652-E97D-AB77,0.835,gibibyte month,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Frankfurt,C581-CEAA-76D6,1.932,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Networking,E505-1604-58F8,Regional Internal Application Load Balancer Outbound Data Processing for Frankfurt (europe-west3),2107-DC88-007B,4.315,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Europe to Oceania,82E0-D7E0-1CB0,0.748,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Vertex AI,C7E2-9256-1C43,Metadata storage,AEEB-1CC1-1A3A,0.003,gibibyte month,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to Americas,A612-B589-059A,0.228,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Virginia,28EF-5B5C-4BCC,0.395,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Europe to China,12CB-A27E-C00F,0.427,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Frankfurt (europe-west3),A7C2-BF54-1B4B,1.996,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to EMEA,578E-43CB-3288,0.087,gibibyte,0.01,0.00,0.00,0.00,0.010000,0.01
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to London,63BA-E9A4-2E3E,0.486,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Static Ip Charge in Frankfurt,DC8F-9C09-0D8C,1.572,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Europe to Oceania,E7C1-AFBE-ADC4,0.129,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to China,46B9-1615-B526,0.022,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions CPU (Request-based billing) in europe-west1,ED22-F30B-BB42,188.733,second,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to Americas,E722-33F4-8A43,0.02,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Archive Class A Operations,7C99-2945-9180,34,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Storage,95FF-2EF5-5EA1,Regional Archive Class B Operations,1DBA-E3C9-B2A8,51,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from North America to Asia Pacific,BC24-D16B-4A9D,0.031,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Singapore,ECF5-FFCC-8269,0.029,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Sao Paulo,E1A7-55AA-0515,0.016,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Zurich,DFD4-1DAF-679F,0.11,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to APAC,4745-5707-9B6E,0.026,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from EMEA to APAC,96AC-AADA-81F0,0.01,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Netherlands,89D8-0CF9-9F2E,0.078,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Coldline Class A Operations,DA98-061E-D589,35,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Netherlands,0B3F-D460-2474,0.069,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Logging,5490-F7B7-8DF6,Vended Logs Storage,376D-A4B0-82E4,0.005,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Key Management Service (KMS),EE2F-D110-890C,Cryptographic operations with a software symmetric key,3BDA-77FB-678B,344,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Madrid,FB07-5F6E-6F87,0.047,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Finland,49A7-70D1-142A,0.039,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Outbound Data Processing for Belgium (europe-west1),D6C9-9019-4CFC,0.1,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Nearline Class A Operations,C31D-D5AC-885F,34,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Mumbai,67D5-2929-3005,0.01,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Europe to China,659F-1743-9F31,0.019,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Johannesburg,93CC-5D6C-DCB6,0.006,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to Apac(Excluding Korea and Indonesia),7C0C-B50B-5E27,0.007,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Australia,FDBC-6E3B-D4D8,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Montreal,DEFD-7A25-7196,0.01,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Dallas,5D56-46E1-75FA,0.01,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to EMEA,D32C-EE37-B2F4,0.02,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Frankfurt to EMEA,1A4B-03BB-7731,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Milan,6323-F7E3-4FBF,0.014,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Toronto,0CB4-85E6-2C38,0.005,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Dammam,ECE0-C1D8-9392,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Storage,95FF-2EF5-5EA1,Cloud CDN Cache Fill from Europe to Middle East,0A5B-5BB2-9A38,0.005,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Sydney,88D0-9DC0-C0EC,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Japan,373B-4B7D-E110,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Doha,0E2D-9B1F-7789,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Hong Kong,C83E-07CB-BA4B,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Osaka,2FD3-695F-06FB,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Networking,E505-1604-58F8,Regional External Passthrough Network Load Balancer Inbound Data Processing for Belgium (europe-west1),1387-E4AF-2B26,0.025,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Jakarta,37C7-4A4E-D3E2,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Frankfurt to Americas,4681-2FCE-8626,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Los Angeles,5DD7-5543-2299,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Warsaw,FD76-9B2E-156E,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Jakarta,7C79-34BD-F61B,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Delhi,1535-9098-06B9,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Seoul,EAF0-2639-CAD9,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to Sao Paulo,8481-CD26-720B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Americas,5184-8E50-B9A9,0.003,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - Americas Based,984A-1F27-2D1F,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Columbus,8881-365F-CFF9,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to China,9DE9-9092-B3BC,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Internet Data Transfer Out from Frankfurt to APAC,061C-363B-BF7B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Network Internet Data Transfer Out Europe to Europe,5AE9-2C6D-7A53,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Melbourne,57E2-F1B3-91DA,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to London,511D-4FB5-C8DF,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Las Vegas,AA81-283B-2388,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions Memory (Request-based billing) in europe-west1,A1C2-4FB0-00D9,21.215,gibibyte second,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to APAC,CFAF-21DE-E2D9,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Israel,5DBF-1A0C-CE89,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Salt Lake City,9BB2-760D-21BB,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from EMEA to Finland,CFCE-5E77-8AE2,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network CDN Cache Fill from Europe to Middle East,C816-12AF-9CE0,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Madrid,EFDD-0A28-5372,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to South America,C956-B360-BC1C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Paris,4307-EB87-2AA6,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Santiago,F8B2-4024-BE6B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Seoul,E600-FADE-52E5,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to Australia,35B5-B74A-A6E8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Virginia,C863-37DA-506E,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Frankfurt to London,F92E-F1E9-7726,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Frankfurt to Finland,387A-10D9-6FEE,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud SQL,9662-B51E-5089,Network Inter Region Data Transfer Out from Frankfurt to Americas,F17F-9428-7707,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Geocoding API,0AC2-4B25-C429,Geocoding,BAC8-4E68-E261,3,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,3A5D-D713-B9BF,173.503,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,3F16-3DB5-94D0,173.503,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,4454-774D-CBF3,173.503,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,637A-D444-DB85,173.503,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Deep Learning VM,1394-64A3-F0C6,Licensing Fee for Standard Plan,EBF4-3745-4560,173.503,hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Artifact Registry,149C-F9EC-3994,Artifact Registry Network Intra Region Egress,546B-E8F2-6FF5,213.712,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Artifact Registry,149C-F9EC-3994,Artifact Registry GOOGLE-API Egress,E794-0787-45A9,52.117,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Maps API,1934-AA85-20F9,Dynamic Maps,FAF4-3B2D-51B2,"2,322",count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Run Functions,29E7-DA93-CA13,Cloud Run Functions Invocations,92DF-0F0E-630F,291,count,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions (1st Gen) CPU (Request-based billing),C024-9C10-2A5B,"136,530.798",second,0.49,0.00,0.00,-0.50,-0.010000,-0.01
2025-11,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions (1st Gen) Memory (Request-based billing),F01C-3EA0-06CD,"85,331.75",gibibyte second,0.07,0.00,0.00,-0.07,0.000000,0.00
2025-11,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Belgium,496F-6C3F-CD6A,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Dataplex,51C6-B3F5-9B38,Dataplex Metadata Storage Netherlands,D222-F8AA-0BC1,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Melbourne,0086-8707-C3B1,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to Americas,00F1-65AD-DC47,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Johannesburg,0128-6061-99F7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Japan to EMEA,015A-0CE1-E4FB,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to South America,03A5-1B2A-3485,0.018,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Los Angeles,0C3C-6B13-B1E8,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 10 Buster (CPU cost),0C5C-D8E4-38C1,"69,210.59",hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Jakarta to Americas,0D56-2F80-52A5,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Frankfurt,0F4C-2B02-F59B,0.736,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Warsaw to Americas,1053-AC83-A223,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to EMEA,10C4-2156-01D6,"4,694.665",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Africa,11D6-3D11-8E77,0.007,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Americas to Americas,123C-0EFC-B7C8,0.255,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Multi-regional Archive Snapshot Data Storage in the European Union,1295-623E-338E,0,gibibyte month,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Dammam,12EA-010C-5A4C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Melbourne to Frankfurt,136F-25B7-C11C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Milan,1486-7ACC-C40C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer Out,14F9-7705-2FD4,"236,771.829",gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Licensing Fee for Debian 9 Stretch (RAM cost),15AE-4444-5643,"494,818.991",gibibyte hour,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Salt Lake City to Americas,1779-5CD6-D18B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from EMEA to Stockholm,17F8-2DD0-034F,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Turin to EMEA,1884-F78F-706C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Montreal to Americas,1B9B-60EB-AF3D,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Toronto to Frankfurt,1C40-3497-E919,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from South America to Americas,1CFF-8100-5F11,0.015,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Sydney,1D3E-3C54-0FA7,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to Americas,1E55-5CEB-2AB1,0.007,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from China to Americas,227B-5B2B-A75A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Stockholm to Americas,22A3-1909-2C0A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to Osaka,2330-C6CA-C8BF,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Mumbai to EMEA,23EC-5960-0AA0,0.004,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Zurich to Americas,23F1-7159-60E3,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Singapore to Frankfurt,254A-E119-0386,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Americas to APAC,2583-7659-D94A,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Japan to Frankfurt,288E-ED16-95BF,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to Frankfurt,2C35-E230-B236,0.031,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Berlin to Americas,2CBD-46DE-DC80,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to EMEA,2F71-7905-9E49,0.473,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Americas,2F99-3A90-373B,0.197,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to London,2FDD-7A1C-5C2E,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to Virginia,2FF1-9855-44F6,0.001,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Dallas to Americas,3091-E573-A86C,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Virginia to Frankfurt,33B0-8926-F711,0.002,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Osaka to Frankfurt,3486-191F-9C41,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Madrid to EMEA,34B4-E6F6-8343,0.012,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Zurich to EMEA,34DE-41C9-FB4F,0.025,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Las Vegas to Americas,3606-CAF7-7ACF,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Columbus to Frankfurt,3769-FF6A-4A6B,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
2025-11,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Dammam to EMEA,3790-46E8-2097,0,gibibyte,0.00,0.00,0.00,0.00,0.000000,0.00
